I9_DX,I9_DX_desc,CCI,body_system
63552,LEGAL ABORT W SHOCK-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63560,LEGAL ABORT W EMBOL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63561,LEGAL ABORT W EMBOL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63562,LEGAL ABORT W EMBOL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63570,LEG AB W COMPL NEC-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63571,LEG AB W COMPL NEC-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63572,LEG AB W COMPL NEC-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63580,LEG AB W COMPL NOS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63581,LEG AB W COMPL NOS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63582,LEG AB W COMPL NOS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63590,LEGAL ABORT UNCOMPL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63591,LEGAL ABORT UNCOMPL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63592,LEGAL ABORT UNCOMPL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63600,ILLEG AB W PELV INF-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63601,ILLEG AB W PELV INF-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63602,ILLEG AB W PELV INF-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63610,ILLEG AB W HEMORR-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63611,ILLEG AB W HEMORR-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63612,ILLEG AB W HEMORR-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63620,ILLEG AB W PEL DAMG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63621,ILLEG AB W PEL DAMAG-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63622,ILLEG AB W PEL DAMG-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63630,ILLEG AB W REN FAIL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63631,ILLEG AB W REN FAIL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63632,ILLEG AB W REN FAIL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63640,ILLEG AB W MET DIS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63641,ILLEG AB W METAB DIS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63642,ILLEG AB W MET DIS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63650,ILLEG ABORT W SHOCK-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63651,ILLEG ABORT W SHOCK-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63652,ILLEG ABORT W SHOCK-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63660,ILLEG AB W EMBOLISM-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63661,ILLEG AB W EMBOLISM-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63662,ILLEG AB W EMBOLISM-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63670,ILLG AB W COMPL NEC-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63671,ILLEG AB W COMPL NEC-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63672,ILLG AB W COMPL NEC-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63680,ILLG AB W COMPL NOS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63681,ILLEG AB W COMPL NOS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63682,ILLG AB W COMPL NOS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63690,ILLEG ABORT UNCOMPL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63691,ILLEG ABORT UNCOMPL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63692,ILLEG ABORT UNCOMPL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63700,ABORT NOS W PEL INF-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63701,ABORT NOS W PEL INF-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63702,ABORT NOS W PEL INF-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63710,ABORT NOS W HEMORR-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63711,ABORT NOS W HEMORR-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63712,ABORT NOS W HEMORR-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63720,AB NOS W PELV DAMAG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63721,AB NOS W PELV DAMAG-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63722,AB NOS W PELV DAMAG-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63730,AB NOS W RENAL FAIL-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63731,AB NOS W RENAL FAIL-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63732,AB NOS W RENAL FAIL-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63740,AB NOS W METAB DIS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63741,AB NOS W METAB DIS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63742,AB NOS W METAB DIS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63750,ABORT NOS W SHOCK-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63751,ABORT NOS W SHOCK-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63752,ABORT NOS W SHOCK-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63760,AB NOS W EMBOLISM-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63761,AB NOS W EMBOLISM-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63762,AB NOS W EMBOLISM-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63770,AB NOS W COMPL NEC-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63771,AB NOS W COMPL NEC-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63772,AB NOS W COMPL NEC-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63780,AB NOS W COMPL NOS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63781,AB NOS W COMPL NOS-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63782,AB NOS W COMPL NOS-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63790,AB NOS UNCOMPLICAT-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63791,AB NOS UNCOMPLICAT-INC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
63792,AB NOS UNCOMPLICAT-COMP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6380,ATTEM ABORT W PELVIC INF,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6381,ATTEM ABORT W HEMORRHAGE,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6382,ATTEM ABORT W PELV DAMAG,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6383,ATTEM ABORT W RENAL FAIL,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6384,ATTEM ABOR W METABOL DIS,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6385,ATTEM ABORTION W SHOCK,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6386,ATTEMP ABORT W EMBOLISM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6387,ATTEMP ABORT W COMPL NEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6388,ATTEMP ABORT W COMPL NOS,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6389,ATTEMPTED ABORT UNCOMPL,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6390,POSTABORTION GU INFECT,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6391,POSTABORTION HEMORRHAGE,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6392,POSTABORT PELVIC DAMAGE,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6393,POSTABORT RENAL FAILURE,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6394,POSTABORT METABOLIC DIS,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6395,POSTABORTION SHOCK,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6396,POSTABORTION EMBOLISM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6398,POSTABORTION COMPL NEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
6399,POSTABORTION COMPL NOS,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64000,THREATENED ABORT-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64001,THREATENED ABORT-DELIVER,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64003,THREATEN ABORT-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64080,HEM EARLY PREG NEC-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64081,HEM EARLY PREG NEC-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64083,HEM EARLY PG NEC-ANTEPAR,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64090,HEMORR EARLY PREG-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64091,HEM EARLY PREG-DELIVERED,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64093,HEM EARLY PREG-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64100,PLACENTA PREVIA-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64101,PLACENTA PREVIA-DELIVER,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64103,PLACENTA PREVIA-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64110,PLACENTA PREV HEM-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64111,PLACENTA PREV HEM-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64113,PLACEN PREV HEM-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64120,PREM SEPAR PLACEN-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64121,PREM SEPAR PLACEN-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64123,PREM SEPAR PLAC-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64130,COAG DEF HEMORR-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64131,COAG DEF HEMORR-DELIVER,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64133,COAG DEF HEMORR-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64180,ANTEPART HEM NEC-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64181,ANTEPARTUM HEM NEC-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64183,ANTEPART HEM NEC-ANTEPAR,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64190,ANTEPART HEM NOS-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64191,ANTEPARTUM HEM NOS-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64193,ANTEPART HEM NOS-ANTEPAR,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64200,ESSEN HYPERTEN PREG-UNSP,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64201,ESSEN HYPERTEN-DELIVERED,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64202,ESSEN HYPERTEN-DEL W P/P,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64203,ESSEN HYPERTEN-ANTEPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64204,ESSEN HYPERTEN-POSTPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64210,RENAL HYPERTEN PREG-UNSP,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64211,RENAL HYPERTEN PG-DELIV,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64212,RENAL HYPERTEN-DEL P/P,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64213,RENAL HYPERTEN-ANTEPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64214,RENAL HYPERTEN-POSTPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64220,OLD HYPERTEN PREG-UNSPEC,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64221,OLD HYPERTEN NEC-DELIVER,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64222,OLD HYPERTEN-DELIV W P/P,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64223,OLD HYPERTEN NEC-ANTEPAR,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64224,OLD HYPERTEN NEC-POSTPAR,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64230,TRANS HYPERTEN PREG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64231,TRANS HYPERTEN-DELIVERED,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64232,TRANS HYPERTEN-DEL W P/P,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64233,TRANS HYPERTEN-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64234,TRANS HYPERTEN-POSTPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64240,MILD/NOS PREECLAMP-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64241,MILD/NOS PREECLAMP-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64242,MILD PREECLAMP-DEL W P/P,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64243,MILD/NOS PREECLAMP-ANTEP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64244,MILD/NOS PREECLAMP-P/P,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64250,SEVERE PREECLAMP-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64251,SEVERE PREECLAMP-DELIVER,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64252,SEV PREECLAMP-DEL W P/P,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64253,SEV PREECLAMP-ANTEPARTUM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64254,SEV PREECLAMP-POSTPARTUM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64260,ECLAMPSIA-UNSPECIFIED,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64261,ECLAMPSIA-DELIVERED,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64262,ECLAMPSIA-DELIV W P/P,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64263,ECLAMPSIA-ANTEPARTUM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64264,ECLAMPSIA-POSTPARTUM,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64270,TOX W OLD HYPERTEN-UNSP,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64271,TOX W OLD HYPERTEN-DELIV,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64272,TOX W OLD HYP-DEL W P/P,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64273,TOX W OLD HYPER-ANTEPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64274,TOX W OLD HYPER-POSTPART,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64290,HYPERTEN PREG NOS-UNSPEC,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64291,HYPERTENS NOS-DELIVERED,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64292,HYPERTENS NOS-DEL W P/P,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64293,HYPERTENS NOS-ANTEPARTUM,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64294,HYPERTENS NOS-POSTPARTUM,Chronic,"Complications of pregnancy, childbirth, and the puerperium"
64300,MILD HYPEREM GRAV-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64301,MILD HYPEREM GRAV-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64303,MILD HYPEREMESIS-ANTEPAR,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64310,HYPEREM W METAB DIS-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64311,HYPEREM W METAB DIS-DEL,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64313,HYPEREM W METAB-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64320,LATE VOMIT OF PREG-UNSP,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64321,LATE VOMIT OF PREG-DELIV,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64323,LATE VOMIT PREG-ANTEPART,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64380,VOMIT COMPL PREG-UNSPEC,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
64381,VOMIT COMPL PREG-DELIVER,NonChronic,"Complications of pregnancy, childbirth, and the puerperium"
