I9_PR,I9_PR_desc,proc_class
7673,CL REDUCT MAXILLARY FX,Minor Therapeutic
7674,OPEN REDUCT MAXILLARY FX,Major Therapeutic
7675,CL REDUCT MANDIBLE FX,Minor Therapeutic
7676,OPEN REDUCT MANDIBLE FX,Major Therapeutic
7677,OPEN REDUCT ALVEOLAR FX,Major Therapeutic
7678,CL REDUCT FACIAL FX NEC,Minor Therapeutic
7679,OPEN REDUCT FACE FX NEC,Major Therapeutic
7691,BONE GRAFT TO FACE BONE,Major Therapeutic
7692,SYN IMPLANT TO FACE BONE,Major Therapeutic
7693,CLOS REDUCT TM DISLOCAT,Minor Therapeutic
7694,OPEN REDUCT TM DISLOCAT,Major Therapeutic
7695,TM MANIPULATION NEC,Minor Therapeutic
7696,INJEC THERAP SBST TM JNT,Minor Therapeutic
7697,REMOVE INT FIX FACE BONE,Major Therapeutic
7699,FACIAL BONE/JNT OP NEC,Major Therapeutic
7700,SEQUESTRECTOMY NOS,Major Therapeutic
7701,CHEST CAGE SEQUESTREC,Major Therapeutic
7702,HUMERUS SEQUESTRECTOMY,Major Therapeutic
7703,RADIUS & ULNA SEQUESTREC,Major Therapeutic
7704,METACARP/CARP SEQUESTREC,Major Therapeutic
7705,FEMORAL SEQUESTRECTOMY,Major Therapeutic
7706,PATELLAR SEQUESTRECTOMY,Major Therapeutic
7707,TIBIA/FIBULA SEQUESTREC,Major Therapeutic
7708,METATAR/TAR SEQUESTREC,Major Therapeutic
7709,SEQUESTRECTOMY NEC,Major Therapeutic
7710,OTHER BONE INCISION NOS,Major Therapeutic
7711,OTHER CHEST CAGE INCIS,Major Therapeutic
7712,OTHER HUMERUS INCISION,Major Therapeutic
7713,OTHER RADIUS/ULNA INCIS,Major Therapeutic
7714,OTH METACARP/CARP INCIS,Major Therapeutic
7715,OTHER FEMORAL INCISION,Major Therapeutic
7716,OTHER PATELLAR INCISION,Major Therapeutic
7717,OTHER TIBIA/FIBULA INCIS,Major Therapeutic
7718,OTH METATARS/TARS INCIS,Major Therapeutic
7719,BONE INCIS W/O DIV NEC,Major Therapeutic
7720,WEDGE OSTEOTOMY NOS,Major Therapeutic
7721,CHEST CAGE WEDG OSTEOTOM,Major Therapeutic
7722,HUMERUS WEDGE OSTEOTOMY,Major Therapeutic
7723,RADIUS/ULNA WEDG OSTEOTO,Major Therapeutic
7724,METACAR/CAR WEDG OSTEOTO,Major Therapeutic
7725,FEMORAL WEDGE OSTEOTOMY,Major Therapeutic
7726,PATELLAR WEDGE OSTEOTOMY,Major Therapeutic
7727,TIBIA/FIBUL WEDG OSTEOT,Major Therapeutic
7728,METATAR/TAR WEDG OSTEOT,Major Therapeutic
7729,WEDGE OSTEOTOMY NEC,Major Therapeutic
7730,OTHER BONE DIVISION NOS,Major Therapeutic
7731,CHEST CAGE BONE DIV NEC,Major Therapeutic
7732,HUMERUS DIVISION NEC,Major Therapeutic
7733,RADIUS/ULNA DIVISION NEC,Major Therapeutic
7734,METACAR/CAR DIVISION NEC,Major Therapeutic
7735,FEMORAL DIVISION NEC,Major Therapeutic
7736,PATELLAR DIVISION NEC,Major Therapeutic
7737,TIBIA/FIBULA DIV NEC,Major Therapeutic
7738,METATAR/TAR DIVISION NEC,Major Therapeutic
7739,BONE DIVISION NEC,Major Therapeutic
7740,BONE BIOPSY NOS,Major Diagnostic
7741,CHEST CAGE BONE BIOPSY,Major Diagnostic
7742,HUMERUS BIOPSY,Major Diagnostic
7743,RADIUS & ULNA BIOPSY,Major Diagnostic
7744,METACARPAL/CARPAL BIOPSY,Major Diagnostic
7745,FEMORAL BIOPSY,Major Diagnostic
7746,PATELLAR BIOPSY,Major Diagnostic
7747,TIBIA & FIBULA BIOPSY,Major Diagnostic
7748,METATARSAL/TARSAL BIOPSY,Major Diagnostic
7749,BONE BIOPSY NEC,Major Diagnostic
7751,BUNIONECT/SFT/OSTEOTOMY,Major Therapeutic
7752,BUNIONECT/SFT/ARTHRODES,Major Therapeutic
7753,OTH BUNIONECT,Major Therapeutic
7754,EXC (CORRECT) BUNIONETTE (Begin 1980),Major Therapeutic
7756,REPAIR OF HAMMER TOE (Begin 1989),Major Therapeutic
7757,REPAIR OF CLAW TOE (Begin 1989),Major Therapeutic
7758,OTH EXC FUS REPAIR TOE (Begin 1989),Major Therapeutic
7759,BUNIONECTOMY NEC,Major Therapeutic
7760,LOC EXC BONE LESION NOS,Major Therapeutic
7761,EXC CHEST CAGE BONE LES,Major Therapeutic
7762,LOC EXC BONE LES HUMERUS,Major Therapeutic
7763,LOC EXC LES RADIUS/ULNA,Major Therapeutic
7764,LOC EXC LES METACAR/CAR,Major Therapeutic
7765,LOC EXC BONE LES FEMUR,Major Therapeutic
7766,LOC EXC BONE LES PATELLA,Major Therapeutic
7767,LOC EXC LES TIBIA/FIBULA,Major Therapeutic
7768,LOC EXC LES METATAR/TAR,Major Therapeutic
7769,LOC EXC BONE LESION NEC,Major Therapeutic
7770,EXCISE BONE FOR GRFT NOS,Major Therapeutic
7771,EX CHEST CAGE BONEGFT,Major Therapeutic
7772,EXCISE HUMERUS FOR GRAFT,Major Therapeutic
7773,EXCIS RADIUS/ULNAGRAFT,Major Therapeutic
7774,EXCIS METACAR/CARGRAFT,Major Therapeutic
7775,EXCISE FEMUR FOR GRAFT,Major Therapeutic
7776,EXCISE PATELLA FOR GRAFT,Major Therapeutic
7777,EXCISE TIB/FIB FOR GRAFT,Major Therapeutic
7778,EXCIS METATAR/TARGRAFT,Major Therapeutic
7779,EXCISE BONE FOR GFT NEC,Major Therapeutic
7780,OTH PART OSTECTOMY NOS,Major Therapeutic
7781,OTH CHEST CAGE OSTECTOMY,Major Therapeutic
7782,PARTIAL HUMERECTOMY NEC,Major Therapeutic
7783,PART OSTECTRADIUS/ULNA,Major Therapeutic
7784,PART OSTECTMETACAR/CAR,Major Therapeutic
7785,PART OSTECTOMYFEMUR,Major Therapeutic
7786,PARTIAL PATELLECTOMY,Major Therapeutic
7787,PART OSTECTTIBIA/FIBULA,Major Therapeutic
7788,PART OSTECTMETATAR/TAR,Major Therapeutic
7789,PARTIAL OSTECTOMY NEC,Major Therapeutic
7790,TOTAL OSTECTOMY NOS,Major Therapeutic
7791,TOT CHEST CAGE OSTECTOMY,Major Therapeutic
7792,TOTAL OSTECTOMYHUMERUS,Major Therapeutic
7793,TOT OSTECTRADIUS/ULNA,Major Therapeutic
7794,TOT OSTECTMETACARP/CARP,Major Therapeutic
7795,TOT OSTECTOMYFEMUR,Major Therapeutic
7796,TOTAL PATELLECTOMY,Major Therapeutic
7797,TOT OSTECTTIBIA/FIBULA,Major Therapeutic
7798,TOT OSTECTMETATARS/TARS,Major Therapeutic
7799,TOTAL OSTECTOMY NEC,Major Therapeutic
7800,BONE GRAFT NOS,Major Therapeutic
7801,BONE GRAFT TO CHEST CAGE,Major Therapeutic
7802,BONE GRAFT TO HUMERUS,Major Therapeutic
7803,BONE GRAFTRADIUS/ULNA,Major Therapeutic
7804,BONE GRFT TO METACAR/CAR,Major Therapeutic
7805,BONE GRAFT TO FEMUR,Major Therapeutic
7806,BONE GRAFT TO PATELLA,Major Therapeutic
7807,BONE GRAFTTIBIA/FIBULA,Major Therapeutic
7808,BONE GRAFTMETATAR/TAR,Major Therapeutic
7809,BONE GRAFT NEC,Major Therapeutic
7810,PERIOSTEAL SUTURE NOS (Begin 1991),Major Therapeutic
7811,PERIOST SUTCHEST CAGE (Begin 1991),Major Therapeutic
7812,PERIOSTEAL SUTHUMERUS (Begin 1991),Major Therapeutic
7813,PERIOST SUTRADIUS/ULNA (Begin 1991),Major Therapeutic
7814,PERIOST SUTMETACAR/CAR (Begin 1991),Major Therapeutic
7815,PERIOSTEAL SUTUREFEMUR (Begin 1991),Major Therapeutic
7816,PERIOSTEAL SUTURPATELLA (Begin 1991),Major Therapeutic
7817,PERIOST SUTTIBIA/FIBULA (Begin 1991),Major Therapeutic
7818,PERIOST SUTMETATAR/TAR (Begin 1991),Major Therapeutic
7819,PERIOSTEAL SUTURE NEC (Begin 1991),Major Therapeutic
7820,EPIPHYSEAL STAPLING NOS (Begin 1991),Major Therapeutic
7822,EPIPHYS STAPLEHUMERUS (Begin 1991),Major Therapeutic
7823,EPIPHYS STAPLERAD/ULNA (Begin 1991),Major Therapeutic
7824,EPIPHYSEAL STAPLECARPALS (Begin 1991),Major Therapeutic
7825,EPIPHYSEAL STAPLEFEMUR (Begin 1991),Major Therapeutic
7827,EPIPHYS STAPLETIB/FIBUL (Begin 1991),Major Therapeutic
7828,EPIPHYSEAL STAPLETARSALS (Begin 1991),Major Therapeutic
7829,EPIPHYSEAL STAPLING NEC (Begin 1991),Major Therapeutic
7830,OTH BONE LNGTH CHNGE NOS,Major Therapeutic
7831,BONE LNGTH CHNGETHORAX,Major Therapeutic
7832,HUMERUS LENGTH CHANGE,Major Therapeutic
7833,RADIUS/ULNA LENGTH CHNGE,Major Therapeutic
7834,CARPAL LENGTH CHANGE,Major Therapeutic
7835,FEMUR LENGTH CHANGE,Major Therapeutic
7837,TIBIA/FIBULA LNGTH CHNGE,Major Therapeutic
7838,TARSAL LENGTH CHANGE,Major Therapeutic
7839,OTH BONE LNGTH CHNGE NEC (Begin 1991),Major Therapeutic
7840,OTH BONE REPAIR/PLAST OP,Major Therapeutic
7841,OTH CHEST CAGE REP/PLAST,Major Therapeutic
7842,OTH HUMERUS REPAIR/PLAST,Major Therapeutic
7843,OTH RAD/ULN REPAIR/PLAST,Major Therapeutic
7844,OTH METAC/CARP REP/PLAST,Major Therapeutic
7845,OTH FEMUR REPAIR/PLASTIC,Major Therapeutic
7846,OTH PATELLA REPAIR/PLAST,Major Therapeutic
7847,OTH TIB/FIB REPAIR/PLAST,Major Therapeutic
7848,OTH META/TAR REPA/PLAST,Major Therapeutic
7849,OTH BONE REPA/PLAST NEC,Major Therapeutic
7850,INT FIX W/O FX REDUC NOS,Major Therapeutic
7851,INT FIXATIONCHEST CAGE,Major Therapeutic
7852,INT FIXATIONHUMERUS,Major Therapeutic
7853,INT FIXATIONRADIUS/ULNA,Major Therapeutic
7854,INT FIXATIONMETACAR/CAR,Major Therapeutic
7855,INTERNAL FIXATIONFEMUR,Major Therapeutic
7856,INTERNAL FIXPATELLA,Major Therapeutic
7857,INT FIXATIONTIBIA/FIBUL,Major Therapeutic
7858,INT FIXATIONMETATAR/TAR,Major Therapeutic
7859,INT FIXNO FX REDUCT NEC,Major Therapeutic
7860,REMOVE IMP DEVICE NOS,Major Therapeutic
7861,REMOV IMP DEVCHEST CAGE,Major Therapeutic
7862,REMOVE IMPL DEVHUMERUS,Major Therapeutic
7863,REMOV IMP DEVRADIUS/ULN,Major Therapeutic
7864,REMOV IMP DEVMETAC/CARP,Major Therapeutic
7865,REMOVE IMP DEVICEFEMUR,Major Therapeutic
7866,REMOV IMP DEVICEPATELLA,Major Therapeutic
7867,REMOV IMP DEVTIB/FIBULA,Major Therapeutic
7868,REMOVE IMP DEVMETAT/TAR,Major Therapeutic
7869,REMOVE IMPL DEVICE NEC,Major Therapeutic
7870,OSTEOCLASIS NOS,Major Therapeutic
7871,OSTEOCLASISCHEST CAGE,Major Therapeutic
7872,OSTEOCLASISHUMERUS,Major Therapeutic
7873,OSTEOCLASISRADIUS/ULNA,Major Therapeutic
7874,OSTEOCLASISMETACAR/CAR,Major Therapeutic
7875,OSTEOCLASISFEMUR,Major Therapeutic
7876,OSTEOCLASISPATELLA,Major Therapeutic
7877,OSTEOCLASISTIBIA/FIBULA,Major Therapeutic
7878,OSTEOCLASISMETATAR/TAR,Major Therapeutic
7879,OSTEOCLASIS NEC,Major Therapeutic
7880,OTHER BONE DX PROC NOS,Major Diagnostic
7881,OTH DX PROCEDCHEST CAGE,Major Diagnostic
7882,OTH DX PROCEDHUMERUS,Major Diagnostic
7883,OTH DX PROCRADIUS/ULNA,Major Diagnostic
7884,OTH DX PROCMETACAR/CAR,Major Diagnostic
7885,OTH DX PROCEDFEMUR,Major Diagnostic
7886,OTH DX PROCEDPATELLA,Major Diagnostic
7887,OTH DX PRIBIA/FIBULA,Major Diagnostic
7888,OTH DX PROCMETATAR/TAR,Major Diagnostic
7889,OTHER BONE DX PROC NEC,Major Diagnostic
7890,INSERT BONE STIMUL NOS (Begin 1987),Major Therapeutic
7891,INSERT BONE STIMULCHEST (Begin 1987),Major Therapeutic
7892,INSERT BONE STIMHUMERUS (Begin 1987),Major Therapeutic
7893,INSER BONE STIMRAD/ULNA (Begin 1987),Major Therapeutic
7894,INSER BONE STIMMETA/CAR (Begin 1987),Major Therapeutic
7895,INSERT BONE STIMFEMUR (Begin 1987),Major Therapeutic
7896,INSERT BONE STIMPATELLA (Begin 1987),Major Therapeutic
7897,INSER BONE STIMTIB/FIB (Begin 1987),Major Therapeutic
7898,INSER BONE STIMMETA/TAR (Begin 1987),Major Therapeutic
7899,INSERT BONE STIMUL NEC (Begin 1987),Major Therapeutic
7900,CLOSED FX REDUCTION NOS,Minor Therapeutic
7901,CLOSED FX REDUCT HUMERUS,Minor Therapeutic
7902,CL FX REDUCRADIUS/ULNA,Minor Therapeutic
7903,CL FX REDUCMETACAR/CAR,Minor Therapeutic
7904,CL FX REDUCFINGER,Minor Therapeutic
7905,CL FX REDUCFEMUR,Minor Therapeutic
7906,CL FX REDUCTIBIA/FIBULA,Minor Therapeutic
7907,CL FX REDUCMETATAR/TAR,Minor Therapeutic
7908,CL FX REDUCTOE,Minor Therapeutic
7909,CLOSED FX REDUCTION NEC,Minor Therapeutic
7910,CL FX REDUCINT FIX NOS,Major Therapeutic
7911,CLOS REDINT FIX HUMERUS,Major Therapeutic
7912,CL REDINT FIX RAD/ULNA,Major Therapeutic
7913,CL REDINT FIX METAC/CAR,Major Therapeutic
7914,CLOSE REDINT FIX FINGER,Major Therapeutic
7915,CLOSED REDINT FIX FEMUR,Major Therapeutic
7916,CL REDINT FIX TIB/FIBU,Major Therapeutic
7917,CL REDINT FIX METAT/TAR,Major Therapeutic
7918,CLOSE REDINT FIX TOE FX,Major Therapeutic
7919,CL FX REDUCINT FIX NEC,Major Therapeutic
7920,OPEN FX REDUCTION NOS,Major Therapeutic
7921,OPEN REDUCHUMERUS FX,Major Therapeutic
7922,OPEN REDUCRADIUS/ULN FX,Major Therapeutic
7923,OPEN REDUCMETAC/CAR FX,Major Therapeutic
7924,OPEN REDUCTIONFINGER FX,Major Therapeutic
7925,OPEN REDUCTIONFEMUR FX,Major Therapeutic
7926,OPEN REDUCTIBIA/FIB FX,Major Therapeutic
7927,OPEN REDUCMETAT/TARS FX,Major Therapeutic
7928,OPEN REDUCTIONTOE FX,Major Therapeutic
7929,OPEN FX REDUCTION NEC,Major Therapeutic
7930,OPN FX RED W INT FIX NOS,Major Therapeutic
7931,OPEN REDINT FIX HUMERUS,Major Therapeutic
7932,OP REDINT FIX RAD/ULNA,Major Therapeutic
7933,OP REDINT FIX METAC/CAR,Major Therapeutic
7934,OPEN REDINT FIX FINGER,Major Therapeutic
7935,OPEN REDUCINT FIX FEMUR,Major Therapeutic
7936,OP REDINT FIX TIB/FIBUL,Major Therapeutic
7937,OP REDINT FIX METAT/TAR,Major Therapeutic
7938,OPEN REDUCTINT FIX TOE,Major Therapeutic
7939,OPN FX RED W INT FIX NEC,Major Therapeutic
7940,CLS REDUCEPIPHY NOS,Major Therapeutic
7941,CLOSE REDHUMERUS EPIPHY,Major Therapeutic
7942,CLS REDRADIUS/UL EPIPHY,Major Therapeutic
7945,CLOSE REDUCFEMUR EPIPHY,Major Therapeutic
7946,CLS REDTIBIA/FIB EPIPHY,Major Therapeutic
7949,CLS REDUCEPIPHY NEC,Major Therapeutic
7950,OPEN REDEPIPHY NOS,Major Therapeutic
7951,OPN REDEPIPHYHUMER,Major Therapeutic
7952,OP REDRADIUS/ULN EPIPHY,Major Therapeutic
7955,OPN REDEPIPHYFEMUR,Major Therapeutic
7956,OP REDTIBIA/FIB EPIPHYS,Major Therapeutic
7959,OPEN REDEPIPHY NEC,Major Therapeutic
7960,OPEN FX SITE DEBRIDE NOS,Major Therapeutic
7961,DEBRID OPEN FXHUMERUS,Major Therapeutic
7962,DEBRID OPN FXRADIUS/ULN,Major Therapeutic
7963,DEBRID OPN FXMETAC/CAR,Major Therapeutic
7964,DEBRID OPN FXFINGER,Major Therapeutic
7965,DEBRID OPN FXFEMUR,Major Therapeutic
7966,DEBRID OPN FXTIBIA/FIB,Major Therapeutic
7967,DEBRID OPN FXMETAT/TAR,Major Therapeutic
7968,DEBRID OPN FXTOE,Major Therapeutic
7969,OPEN FX SITE DEBRIDE NEC,Major Therapeutic
7970,CL REDUC DISLOC NOS,Minor Therapeutic
7971,CL REDUC DISLOCSHOULDER,Minor Therapeutic
7972,CL REDUC DISLOCELBOW,Minor Therapeutic
7973,CL REDUC DISLOCWRIST,Minor Therapeutic
7974,CL REDUC DISLOCHAND/FNG,Minor Therapeutic
7975,CL REDUC DISLOCHIP,Minor Therapeutic
7976,CL REDUC DISLOCKNEE,Minor Therapeutic
7977,CL REDUC DISLOCANKLE,Minor Therapeutic
7978,CL REDUC DISLOCFOOT/TOE,Minor Therapeutic
7979,CL REDUC DISLOCATION NEC,Minor Therapeutic
7980,OPEN REDUCDISLOCAT NOS,Major Therapeutic
7981,OPN REDUC DISLOCSHOULDR,Major Therapeutic
7982,OPEN REDUCELBOW DISLOC,Major Therapeutic
7983,OPEN REDUCWRIST DISLOC,Major Therapeutic
7984,OPN REDUC DISLOCHAND,Major Therapeutic
7985,OPEN REDUCHIP DISLOCAT,Major Therapeutic
7986,OPEN REDUCKNEE DISLOCAT,Major Therapeutic
7987,OPEN REDUCANKLE DISLOC,Major Therapeutic
7988,OPN REDUC DISLOCFT/TOE,Major Therapeutic
7989,OPEN REDUCDISLOCAT NEC,Major Therapeutic
7990,UNSPEC OP BONE INJ NOS,Major Therapeutic
7991,HUMERUS INJURY OP NOS,Major Therapeutic
7992,RADIUS/ULNA INJ OP NOS,Major Therapeutic
7993,METACARP/CARP INJ OP NOS,Major Therapeutic
7994,FINGER INJURY OP NOS,Major Therapeutic
7995,FEMUR INJURY OP NOS,Major Therapeutic
7996,TIBIA/FIBULA INJ OP NOS,Major Therapeutic
7997,METATARS/TARS INJ OP NOS,Major Therapeutic
7998,TOE INJURY OPERATION NOS,Major Therapeutic
7999,UNSPEC OPBONE INJ NEC,Major Therapeutic
8000,ARTHROT & PROS REMOV NOS,Major Therapeutic
8001,ARTHROT/PROS REMOVSHLDR,Major Therapeutic
8002,ARTHROT/PROS REMOVELBOW,Major Therapeutic
8003,ARTHROT/PROS REMOVWRIST,Major Therapeutic
8004,ARTHROT/PROS REMOVHAND,Major Therapeutic
8005,ARTHROT/PROS REMOVHIP,Major Therapeutic
8006,ARTHROT/PROS REMOVKNEE,Major Therapeutic
8007,ARTHROT/PROS REMOVANKLE,Major Therapeutic
8008,ARTHROT/PROS REMOVFOOT,Major Therapeutic
8009,ARTHROT & PROS REMOV NEC,Major Therapeutic
8010,OTHER ARTHROTOMY NOS,Major Therapeutic
8011,OTH ARTHROTOMYSHOULDER,Major Therapeutic
8012,OTH ARTHROTOMYELBOW,Major Therapeutic
8013,OTH ARTHROTOMYWRIST,Major Therapeutic
8014,OTH ARTHROTOMYHAND/FNGR,Major Therapeutic
8015,OTH ARTHROTOMYHIP,Major Therapeutic
8016,OTH ARTHROTOMYKNEE,Major Therapeutic
8017,OTH ARTHROTOMYANKLE,Major Therapeutic
8018,OTH ARTHROTOMYFOOT/TOE,Major Therapeutic
8019,OTHER ARTHROTOMY NEC,Major Therapeutic
8020,ARTHROSCOPY NOS,Major Diagnostic
8021,SHOULDER ARTHROSCOPY,Major Diagnostic
8022,ELBOW ARTHROSCOPY,Major Diagnostic
8023,WRIST ARTHROSCOPY,Major Diagnostic
8024,HAND & FINGER ARTHROSCOP,Major Diagnostic
8025,HIP ARTHROSCOPY,Major Diagnostic
8026,KNEE ARTHROSCOPY,Major Diagnostic
8027,ANKLE ARTHROSCOPY,Major Diagnostic
8028,FOOT & TOE ARTHROSCOPY,Major Diagnostic
8029,ARTHROSCOPY NEC,Major Diagnostic
8030,JOINT BIOPSY NOS,Minor Diagnostic
8031,SHOULDER JOINT BIOPSY,Minor Diagnostic
8032,ELBOW JOINT BIOPSY,Minor Diagnostic
8033,WRIST JOINT BIOPSY,Minor Diagnostic
8034,HAND/FINGER JOINT BIOPSY,Minor Diagnostic
8035,HIP JOINT BIOPSY,Minor Diagnostic
8036,KNEE JOINT BIOPSY,Minor Diagnostic
8037,ANKLE JOINT BIOPSY,Minor Diagnostic
8038,FOOT & TOE JOINT BIOPSY,Minor Diagnostic
8039,JOINT BIOPSY NEC,Minor Diagnostic
8040,JT STRUCTUR DIVISION NOS,Major Therapeutic
8041,SHOULDER STRUCT DIVISION,Major Therapeutic
8042,ELBOW STRUCTURE DIVISION,Major Therapeutic
8043,WRIST STRUCTURE DIVISION,Major Therapeutic
8044,HAND JOINT STRUCT DIVIS,Major Therapeutic
8045,HIP STRUCTURE DIVISION,Major Therapeutic
8046,KNEE STRUCTURE DIVISION,Major Therapeutic
8047,ANKLE STRUCTURE DIVISION,Major Therapeutic
8048,FOOT JOINT STRUCT DIVIS,Major Therapeutic
8049,JT STRUCTUR DIVISION NEC,Major Therapeutic
805 ,EXCIS DESTR VERTEB DISC (Begin 1980 End 1986),Major Therapeutic
8050,EXC/DEST INTVRT DISC NOS (Begin 1986),Major Therapeutic
8051,EXCISION INTERVERT DISC (Begin 1986),Major Therapeutic
8052,CHEMONUCLEOLYSIS IV DISC (Begin 1986),Minor Therapeutic
8053,REP ANULUS FIBROSUS-GRFT (begin 2008),Major Therapeutic
8054,REP ANULS FIBROS NEC/NOS (begin 2008),Major Therapeutic
8059,OTH EXC/DEST INTVRT DISC (Begin 1986),Major Therapeutic
806 ,EXCIS KNEE SEMILUN CARTL,Major Therapeutic
8070,SYNOVECTOMYSITE NOS,Major Therapeutic
8071,SHOULDER SYNOVECTOMY,Major Therapeutic
8072,ELBOW SYNOVECTOMY,Major Therapeutic
8073,WRIST SYNOVECTOMY,Major Therapeutic
8074,HAND SYNOVECTOMY,Major Therapeutic
8075,HIP SYNOVECTOMY,Major Therapeutic
8076,KNEE SYNOVECTOMY,Major Therapeutic
8077,ANKLE SYNOVECTOMY,Major Therapeutic
8078,FOOT SYNOVECTOMY,Major Therapeutic
8079,SYNOVECTOMYSITE NEC,Major Therapeutic
8080,DESTRUCT JOINT LES NOS,Major Therapeutic
8081,DESTRUCSHOULDER LES NEC,Major Therapeutic
8082,DESTRUCELBOW LESION NEC,Major Therapeutic
8083,DESTRUCWRIST LESION NEC,Major Therapeutic
8084,DESTRUCHAND JT LES NEC,Major Therapeutic
8085,DESTRUCTHIP LESION NEC,Major Therapeutic
8086,DESTRUCTKNEE LESION NEC,Major Therapeutic
8087,DESTRUCANKLE LESION NEC,Major Therapeutic
8088,DESTRUCFOOT JT LES NEC,Major Therapeutic
8089,DESTRUCT JOINT LES NEC,Major Therapeutic
8090,EXCISION OF JOINT NOS,Major Therapeutic
8091,EXCISION OF SHOULDER NEC,Major Therapeutic
8092,EXCISION OF ELBOW NEC,Major Therapeutic
8093,EXCISION OF WRIST NEC,Major Therapeutic
8094,EXCISION HAND JOINT NEC,Major Therapeutic
8095,EXCISION OF HIP NEC,Major Therapeutic
8096,EXCISION OF KNEE NEC,Major Therapeutic
8097,EXCISION OF ANKLE NEC,Major Therapeutic
8098,EXCISION FOOT JOINT NEC,Major Therapeutic
8099,EXCISION OF JOINT NEC,Major Therapeutic
8100,SPINAL FUSION NOS,Major Therapeutic
8101,ATLASAXIS FUSION,Major Therapeutic
8102,OTHER CERVICAL FUS (ANT) (Begin 1980),Major Therapeutic
8103,(DORSAL) SPINAL FUSS (Begin 1989),Major Therapeutic
8104,DORSOLUM FUS W/ H ROD (Begin 1989),Major Therapeutic
8105,OTH DORSOLUM FUS (Begin 1989),Major Therapeutic
8106,LUMBAR SPINAL FUS(Begin 1989),Major Therapeutic
8107,LUMBOSAC SPINAL FUSS (Begin 1989),Major Therapeutic
8108,REFUSION OF SPINE(Begin 1989),Major Therapeutic
8109,OTHER SPINAL FUS (Begin 1989),Major Therapeutic
8111,ANKLE FUSION,Major Therapeutic
8112,TRIPLE ARTHRODESIS,Major Therapeutic
8113,SUBTALAR FUSION,Major Therapeutic
8114,MIDTARSAL FUSION,Major Therapeutic
8115,TARSOMETATARSAL FUSION,Major Therapeutic
8116,METATARSOPHALANGEAL FUS,Major Therapeutic
8117,OTHER FUSION OF FOOT,Major Therapeutic
8118,SUBTALR JT ARTHROEREISIS (Begin 2005),Major Therapeutic
8120,ARTHRODESIS NOS,Major Therapeutic
8121,ARTHRODESIS OF HIP,Major Therapeutic
8122,ARTHRODESIS OF KNEE,Major Therapeutic
8123,ARTHRODESIS OF SHOULDER,Major Therapeutic
8124,ARTHRODESIS OF ELBOW,Major Therapeutic
8125,CARPORADIAL FUSION,Major Therapeutic
8126,METACARPOCARPAL FUSION,Major Therapeutic
8127,METACARPOPHALANGEAL FUS,Major Therapeutic
8128,INTERPHALANGEAL FUSION,Major Therapeutic
8129,ARTHRODESIS NEC,Major Therapeutic
8130,REFUSION SPINE NOS (Begin 2001),Major Therapeutic
8131,REFUSION ATLASAXIS SPINE(Begin 2001),Major Therapeutic
8132,REFUSION CERVICAL SPINE ANT (Begin 2001),Major Therapeutic
8133,REFUSION CERVICAL SPINE POST (Begin 2001),Major Therapeutic
8134,REFUSION DORSAL SPINE ANT(Begin 2001),Major Therapeutic
8135,REFUSION DORSAL SPINE POST T (Begin 2001),Major Therapeutic
8136,REFUSION LUMBAR SPINE ANT(Begin 2001),Major Therapeutic
8137,REFUSION LUMBAR SPINE LAT(Begin 2001),Major Therapeutic
8138,REFUSION LUMBAR SPINE POST (Begin 2001),Major Therapeutic
8139,REFUSION SPINE NEC (Begin 2001),Major Therapeutic
8140,REPAIR OF HIP NEC (Begin 1989),Major Therapeutic
8141,TOTAL KNEE REPLACEMENT (Begin 1980 End 1989),Major Therapeutic
8142,FIVEINONE KNEE REPAIR,Major Therapeutic
8143,TRIAD KNEE REPAIR,Major Therapeutic
8144,PATELLAR STABILIZATION,Major Therapeutic
8145,CRUCIATE LIG REPAIR NEC,Major Therapeutic
8146,COLLATERL LIG REPAIR NEC,Major Therapeutic
8147,OTHER REPAIR OF KNEE,Major Therapeutic
8148,TOTAL ANKLE REPLACEMENT (Begin 1980 End 1989),Major Therapeutic
8149,OTHER REPAIR OF ANKLE,Major Therapeutic
8151,TOT HIP REPLACE (W/MET) (Begin 1989),Major Therapeutic
8152,PARTIAL HIP REPLACEMENT (Begin 1989),Major Therapeutic
8153,REVISE HIP REPLACEMENT (Begin 1989),Major Therapeutic
8154,TOTAL KNEE REPLACEMENT (Begin 1989),Major Therapeutic
8155,REVISE KNEE REPLACEMENT (Begin 1989),Major Therapeutic
8156,TOTAL ANKLE REPLACEMENT (Begin 1989),Major Therapeutic
8157,REPL JOINT OF FOOT TOE (Begin 1989),Major Therapeutic
8159,REV OF JOINT REPLACE OF LOWE (Begin 1989),Major Therapeutic
8161,SPINAL FUSION SINGLE INCISIO (Begin 2002 End 2005),Major Therapeutic
8162,FUSION OR REFUSION OF 23 VE (Begin 2003),Major Therapeutic
8163,FUSION OR REFUSION OF 48 VE (Begin 2003),Major Therapeutic
8164,FUSION OR REFUSION OF 9 OR M (Begin 2003),Major Therapeutic
8165,VERTEBROPLASTY (Begin 2004),Major Therapeutic
8166,KYPHOPLASTY (Begin 2004),Major Therapeutic
8169,OTH HIP REPAIR (Begin 1980 End 1989),Major Therapeutic
8171,ARTHRPLAS (HAND/FINGR)WIT (Begin 1980),Major Therapeutic
